{0: 'ReplicaExchange_SwapSuccessRatio', 1: 'ReplicaExchange_CurrentTemp', 2: 'score', 3: 'ReplicaExchange_MaxTempFrequency', 4: 'ReplicaExchange_MinTempFrequency', 'STAT2HEADER': 'STAT2HEADER', 'STAT2HEADER_IMP_VERSIONS': "{'PMI_VERSION': 'develop-71925f3', 'ISD_EMXL_VERSION': 'master-f1baba6', 'IMP_VERSION': 'develop-6e20b96'}", 'STAT2HEADER_ENVIRON': "{'IMP_BIN_DIR': '/lyre1/home/sjkim/imp_git_0603/imp-fast/bin', 'OMPI_MCA_orte_num_nodes': '1', 'OMPI_MCA_orte_app_num': '0', 'OMPI_MCA_orte_local_daemon_uri': '4076666880.0;tcp://169.230.90.45:45239', 'SHELL': '/bin/bash', 'HISTSIZE': '1000', 'MANPATH': '/usr/share/man/openmpi-x86_64-nodlopen:/usr/share/man:/usr/local/share/man', 'XDG_RUNTIME_DIR': '/run/user/11061', 'OMPI_UNIVERSE_SIZE': '1', 'PYTHONPATH': '/lyre1/home/sjkim/imp_git_0603/imp-fast/lib:/lyre1/home/sjkim/imp_git_0603/imp-fast/lib:/usr/lib64/python2.7/site-packages/openmpi-nodlopen:/usr/lib/EMAN2/lib:/usr/lib/EMAN2/bin:/usr/lib/EMAN/lib:/lyre1/home/sjkim/bin/modeller9.13/modlib:/lyre1/home/sjkim/bin/modeller9.13/lib/x86_64-intel8:/lyre1/home/sjkim/bin/mpi4py/lib64/python2.7/site-packages', 'XDG_SESSION_ID': '9', 'HOSTNAME': 'lyre.ucsf.edu', 'OMPI_MCA_orte_ess_num_procs': '1', 'SELINUX_LEVEL_REQUESTED': '', 'MPI_PYTHON_SITEARCH': '/usr/lib64/python2.7/site-packages/openmpi-nodlopen', 'MAIL': '/var/spool/mail/sjkim', 'MPI_INCLUDE': '/usr/include/openmpi-x86_64-nodlopen', 'SSH_CONNECTION': '104.8.5.135 1113 169.230.90.45 22', 'QTDIR': '/usr/lib64/qt-3.3', 'BASH_FUNC_module()': '() {  eval `/usr/bin/modulecmd bash $*`\\n}', 'KDE_IS_PRELINKED': '1', 'OMPI_MCA_orte_num_restarts': '0', 'LESSOPEN': '|/usr/bin/lesspipe.sh %s', 'CVS_RSH': 'ssh', 'USER': 'sjkim', 'HOME': '/lyre1/home/sjkim', 'SHLVL': '3', 'IMP_DATA': '/lyre1/home/sjkim/imp_git_0603/imp-fast/data', 'IMP_EXAMPLE_DATA': '/lyre1/home/sjkim/imp_git_0603/imp-fast/doc/examples', 'EMAN2DIR': '/usr/lib/EMAN2', 'EMANDIR': '/usr/lib/EMAN', 'MODULESHOME': '/usr/share/Modules', 'OMPI_MCA_orte_ess_node_rank': '0', 'OMPI_COMM_WORLD_NODE_RANK': '0', 'OMPI_COMM_WORLD_LOCAL_SIZE': '1', 'MODULEPATH': '/salilab/diva1/home/modules:/usr/share/Modules/modulefiles:/etc/modulefiles:/usr/share/modulefiles', 'OMPI_MCA_orte_cpu_model': 'Intel(R) Xeon(R) CPU           E5645  @ 2.40GHz', 'LS_COLORS': 'rs=0:di=01;34:ln=01;36:mh=00:pi=40;33:so=01;35:do=01;35:bd=40;33;01:cd=40;33;01:or=40;31;01:mi=01;05;37;41:su=37;41:sg=30;43:ca=30;41:tw=30;42:ow=34;42:st=37;44:ex=01;32:*.tar=01;31:*.tgz=01;31:*.arc=01;31:*.arj=01;31:*.taz=01;31:*.lha=01;31:*.lz4=01;31:*.lzh=01;31:*.lzma=01;31:*.tlz=01;31:*.txz=01;31:*.tzo=01;31:*.t7z=01;31:*.zip=01;31:*.z=01;31:*.Z=01;31:*.dz=01;31:*.gz=01;31:*.lrz=01;31:*.lz=01;31:*.lzo=01;31:*.xz=01;31:*.bz2=01;31:*.bz=01;31:*.tbz=01;31:*.tbz2=01;31:*.tz=01;31:*.deb=01;31:*.rpm=01;31:*.jar=01;31:*.war=01;31:*.ear=01;31:*.sar=01;31:*.rar=01;31:*.alz=01;31:*.ace=01;31:*.zoo=01;31:*.cpio=01;31:*.7z=01;31:*.rz=01;31:*.cab=01;31:*.jpg=01;35:*.jpeg=01;35:*.gif=01;35:*.bmp=01;35:*.pbm=01;35:*.pgm=01;35:*.ppm=01;35:*.tga=01;35:*.xbm=01;35:*.xpm=01;35:*.tif=01;35:*.tiff=01;35:*.png=01;35:*.svg=01;35:*.svgz=01;35:*.mng=01;35:*.pcx=01;35:*.mov=01;35:*.mpg=01;35:*.mpeg=01;35:*.m2v=01;35:*.mkv=01;35:*.webm=01;35:*.ogm=01;35:*.mp4=01;35:*.m4v=01;35:*.mp4v=01;35:*.vob=01;35:*.qt=01;35:*.nuv=01;35:*.wmv=01;35:*.asf=01;35:*.rm=01;35:*.rmvb=01;35:*.flc=01;35:*.avi=01;35:*.fli=01;35:*.flv=01;35:*.gl=01;35:*.dl=01;35:*.xcf=01;35:*.xwd=01;35:*.yuv=01;35:*.cgm=01;35:*.emf=01;35:*.ogv=01;35:*.ogx=01;35:*.aac=01;36:*.au=01;36:*.flac=01;36:*.m4a=01;36:*.mid=01;36:*.midi=01;36:*.mka=01;36:*.mp3=01;36:*.mpc=01;36:*.ogg=01;36:*.ra=01;36:*.wav=01;36:*.oga=01;36:*.opus=01;36:*.spx=01;36:*.xspf=01;36:', 'OMPI_MCA_orte_hnp_uri': '4076666880.0;tcp://169.230.90.45:45239', 'HDF5_DISABLE_VERSION_CHECK': '1', 'MPI_FORTRAN_MOD_DIR': '/usr/lib64/gfortran/modules/openmpi-x86_64-nodlopen', 'OMPI_COMM_WORLD_SIZE': '1', 'MPI_SUFFIX': '-nodlopen_openmpi', '_LMFILES_': '/etc/modulefiles/mpi/openmpi-x86_64-nodlopen:/salilab/diva1/home/modules/sali-libraries', 'SELINUX_USE_CURRENT_RANGE': '', 'MPI_BIN': '/usr/lib64/openmpi-nodlopen/bin', 'LD_LIBRARY_PATH': '/lyre1/home/sjkim/imp_git_0603/imp-fast/lib:/lyre1/home/sjkim/imp_git_0603/imp-fast/lib:/salilab/diva1/home/libs/x86_64:/usr/lib64/openmpi-nodlopen/lib:/usr/lib/EMAN2/lib:/usr/lib/EMAN/lib:/lyre1/home/sjkim/imp_git/imp-fast/lib:/lyre1/home/sjkim/bin/TWSoft/lib:/lyre1/home/sjkim/bin/TWSoft/qt/lib:/lyre1/home/sjkim/bin/modeller9.13/lib/x86_64-intel8:', 'MPI_LIB': '/usr/lib64/openmpi-nodlopen/lib', 'LANG': 'en_US.UTF-8', 'QTLIB': '/usr/lib64/qt-3.3/lib', 'QTINC': '/usr/lib64/qt-3.3/include', 'IMP_TMP_DIR': '/lyre1/home/sjkim/imp_git_0603/imp-fast/tmp', 'OMPI_MCA_orte_precondition_transports': '417581b3894060c8-1d7196f2f0185eff', 'MPI_SYSCONFIG': '/etc/openmpi-x86_64-nodlopen', 'IMP': 'setup_environment.sh', 'SELINUX_ROLE_REQUESTED': '', 'OMPI_COMM_WORLD_LOCAL_RANK': '0', 'QT_GRAPHICSSYSTEM_CHECKED': '1', 'KDEDIRS': '/usr', 'OMPI_COMM_WORLD_RANK': '0', 'SSH_TTY': '/dev/pts/0', 'OMPI_MCA_mpi_yield_when_idle': '0', 'OMPI_MCA_ess': 'env', 'OMPI_MCA_shmem_RUNTIME_QUERY_hint': 'mmap', 'OMPI_MCA_orte_ess_vpid': '0', 'SSH_CLIENT': '104.8.5.135 1113 22', 'LOGNAME': 'sjkim', 'PATH': '/lyre1/home/sjkim/imp_git_0603/imp-fast/bin:/lyre1/home/sjkim/imp_git_0603/imp-fast/module_bin/EMageFit:/lyre1/home/sjkim/imp_git_0603/imp-fast/module_bin/algebra:/lyre1/home/sjkim/imp_git_0603/imp-fast/module_bin/atom:/lyre1/home/sjkim/imp_git_0603/imp-fast/module_bin/benchmark:/lyre1/home/sjkim/imp_git_0603/imp-fast/module_bin/cgal:/lyre1/home/sjkim/imp_git_0603/imp-fast/module_bin/cnmultifit:/lyre1/home/sjkim/imp_git_0603/imp-fast/module_bin/container:/lyre1/home/sjkim/imp_git_0603/imp-fast/module_bin/core:/lyre1/home/sjkim/imp_git_0603/imp-fast/module_bin/display:/lyre1/home/sjkim/imp_git_0603/imp-fast/module_bin/domino:/lyre1/home/sjkim/imp_git_0603/imp-fast/module_bin/em:/lyre1/home/sjkim/imp_git_0603/imp-fast/module_bin/em2d:/lyre1/home/sjkim/imp_git_0603/imp-fast/module_bin/example:/lyre1/home/sjkim/imp_git_0603/imp-fast/module_bin/foxs:/lyre1/home/sjkim/imp_git_0603/imp-fast/module_bin/gsl:/lyre1/home/sjkim/imp_git_0603/imp-fast/module_bin/integrative_docking:/lyre1/home/sjkim/imp_git_0603/imp-fast/module_bin/isd:/lyre1/home/sjkim/imp_git_0603/imp-fast/module_bin/isd_emxl:/lyre1/home/sjkim/imp_git_0603/imp-fast/module_bin/kernel:/lyre1/home/sjkim/imp_git_0603/imp-fast/module_bin/kinematics:/lyre1/home/sjkim/imp_git_0603/imp-fast/module_bin/kmeans:/lyre1/home/sjkim/imp_git_0603/imp-fast/module_bin/misc:/lyre1/home/sjkim/imp_git_0603/imp-fast/module_bin/modeller:/lyre1/home/sjkim/imp_git_0603/imp-fast/module_bin/mpi:/lyre1/home/sjkim/imp_git_0603/imp-fast/module_bin/multi_state:/lyre1/home/sjkim/imp_git_0603/imp-fast/module_bin/multifit:/lyre1/home/sjkim/imp_git_0603/imp-fast/module_bin/parallel:/lyre1/home/sjkim/imp_git_0603/imp-fast/module_bin/pepdock:/lyre1/home/sjkim/imp_git_0603/imp-fast/module_bin/pmi:/lyre1/home/sjkim/imp_git_0603/imp-fast/module_bin/rmf:/lyre1/home/sjkim/imp_git_0603/imp-fast/module_bin/rotamer:/lyre1/home/sjkim/imp_git_0603/imp-fast/module_bin/saxs:/lyre1/home/sjkim/imp_git_0603/imp-fast/module_bin/saxs_merge:/lyre1/home/sjkim/imp_git_0603/imp-fast/module_bin/score_functor:/lyre1/home/sjkim/imp_git_0603/imp-fast/module_bin/scratch:/lyre1/home/sjkim/imp_git_0603/imp-fast/module_bin/statistics:/lyre1/home/sjkim/imp_git_0603/imp-fast/module_bin/symmetry:/lyre1/home/sjkim/imp_git_0603/imp-fast/module_bin/test:/lyre1/home/sjkim/imp_git_0603/imp-fast/bin:/lyre1/home/sjkim/imp_git_0603/imp-fast/bin:/usr/lib64/openmpi-nodlopen/bin:/usr/lib/EMAN2/bin:/usr/lib/EMAN/bin:/usr/lib64/qt-3.3/bin:/usr/lib/EMAN2/bin:/usr/lib64/ccache:/usr/local/bin:/usr/bin:/usr/local/sbin:/usr/sbin:/usr/lib/EMAN/bin:/lyre1/home/sjkim/imp_git/imp-fast/bin:/lyre1/home/sjkim/imp_git/imp-fast:/lyre1/home/sjkim/imp_git/imp-fast/src/dependency/RMF/bin/:/lyre1/home/sjkim/bin:/lyre1/home/sjkim/bin/modeller9.13/bin:/lyre1/home/sjkim/atsas-2.5.1-1/bin:/lyre1/home/sjkim/bin/TWSoft/bin:/lyre1/home/sjkim/bin/TWSoft/qt/bin:/lyre1/home/sjkim/pmi/pyext/src', 'OMPI_MCA_orte_ess_jobid': '4076666881', 'CCACHE_HASHDIR': '', 'TERM': 'xterm', 'OPAL_OUTPUT_STDERR_FD': '24', 'OMPI_MCA_orte_cpu_type': 'GenuineIntel', 'MPI_COMPILER': 'openmpi-x86_64-nodlopen', 'MPI_HOME': '/usr/lib64/openmpi-nodlopen', 'KRB5CCNAME': 'DIR:/run/user/11061/krb5cc_LfjCri', 'WISECONFIGDIR': '/usr/share/wise2/', 'LOADEDMODULES': 'mpi/openmpi-x86_64-nodlopen:sali-libraries', 'HISTCONTROL': 'ignoredups', 'PWD': '/lyre1/home/sjkim/NPC/POM152/pmi_26994/modeling5', 'MPI_MAN': '/usr/share/man/openmpi-x86_64-nodlopen'}"} 
{0: '0', 1: '1.0', 2: 20478.84254572841, 3: '0', 4: '0'} 
{0: '0.0', 1: '1.0', 2: 704.9050821320061, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 68.03005094782104, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 8.160906752882685, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 9.505306125331574, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 4.959145375583039, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 5.101058004443192, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 3.2073286591085703, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 9.110979808423446, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 4.403804562191953, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 2.097366010918709, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 3.3428687336477743, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 3.4936713189152906, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 3.847389501394742, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 10.395286877715009, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 1.34726279718247, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 7.770428181006793, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 5.001714554959412, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 7.368005877344066, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 6.8127738131873645, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 9.570160527492302, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 8.664976801377893, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 6.594115610551034, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 5.318478523179822, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 3.8988358925908253, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 2.869815568042691, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 2.859330080572009, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 5.657982989658219, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 2.969227116188373, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 4.7933236901892355, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 6.821621102642391, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 5.779445818481927, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 3.2953842796467048, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 2.653542491226299, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 10.942183769236077, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 6.844430474162928, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 4.739847456874468, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 4.8051365013559355, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 6.63179372204955, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 6.579660113477435, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 9.231724003666173, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 5.3970666895859765, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 5.154164600821967, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 3.1669483549481297, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 8.776437201879963, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 3.6010671432367767, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 6.17412068837308, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 6.977556786231389, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 4.035446409844209, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 9.668438131269697, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 3.7324116521451014, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 6.5889090113176, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 2.299164802866466, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 5.686974305818473, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 11.48506331339842, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 7.505261406464633, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 6.407226412741794, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 4.983506963744691, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 4.9630968211311295, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 9.229327387723654, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 4.284014677786591, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 6.873785709342372, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 5.613533553306109, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 1.8662813386284802, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 7.167378168252617, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 5.345788628109656, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 3.7935793783772436, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 3.982690408698776, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 4.387416099937292, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 8.788465902533098, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 5.392909463663771, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 3.769182058312201, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 7.338397454247517, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 4.986350372345419, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 8.918121191198896, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 7.046209399398895, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 2.796471002461937, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 3.1340220829676126, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 5.361405078629198, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 10.06896898723388, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 7.952939353367611, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 8.32473428707004, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 3.1672342444749972, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 3.7846803160017735, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 1.9735446174224591, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 7.069541180854855, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 4.447175461504153, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 4.783793811370133, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 5.574927549486228, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 3.8924062559164243, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 4.905863130934842, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 7.413130701347228, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 10.202704300537771, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 12.436657842333153, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 7.179700441641982, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 2.6264471565960408, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 4.750388100116972, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 8.901708693085922, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 5.936303919188282, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 4.128045607467209, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 7.225608815790688, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 6.100063928828314, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 4.850624831825907, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 2.6173716303541887, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 3.9912677547843476, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 7.087738016327285, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 4.277340553967846, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 4.315739703081293, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 13.969659576613221, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 10.925029746887596, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 10.607560737291813, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 2.670527571751952, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 4.952218546567595, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 9.588989818396286, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 7.503578113460537, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 7.530018670018118, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 7.357413965693256, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 4.202464993301668, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 9.677153062373817, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 3.357785429785623, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 1.5491965736334423, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 6.342458163737823, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 6.548070479907605, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 4.870081821927715, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 8.670635301957104, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 9.096300870147694, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 8.44242003804337, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 8.967883086358885, 3: '0.0', 4: '1.0'} 
